,id_x,track.artists,track.name,playlist_id,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track.popularity
13486,5P0RMEJOgtGcZIq5wYjYei,"Armel Dupas Trio, Jules Billé, Christophe Piot",Follow the Light,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.533,0.178,2,-20.247,1,0.0393,0.912,0.894,0.082,0.0987,108.285,303458,4,48.0
13487,4d2YgepBRyYjr1EXM6slZq,"Art Hirahara, Joe Martin, Rudy Royston",Ascent,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.465,0.0604,2,-23.367,0,0.042,0.945,0.893,0.108,0.0394,101.23,250869,4,56.0
13489,5iSawMqnY9rgPkUHhSvyNT,Anders Mogensen,Sideways,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.405,0.128,0,-13.329,0,0.0344,0.837,0.656,0.233,0.0951,80.291,291500,3,47.0
13490,5wsvrblb3ooRyJQol7A2tN,Rasmus Holm Quartet,Fatamorgana,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.387,0.161,6,-19.579,1,0.0378,0.918,0.0506,0.126,0.113,120.384,272422,4,46.0
13491,6KkkW4UD9wTTU0S1kfcmmS,"Jesper Bodilsen, Morten Lund, Henrik Gunde",Blame It on My Youth,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.364,0.133,5,-21.584,0,0.0312,0.926,0.825,0.0749,0.142,105.538,486315,4,50.0
13493,3YXb6d0LRSc3UaYafQ6acE,Joe Farnsworth,Moonlight in Vermont,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.523,0.184,5,-17.063,0,0.0366,0.946,0.424,0.0677,0.0973,108.807,413813,4,45.0
13494,0xnWsv0kNVeONjhiFvEyWw,"Carl Winther, Karl-Martin Almqvist",Old Folks,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.474,0.145,7,-10.658,0,0.04,0.902,0.462,0.172,0.16,111.518,291440,4,47.0
13495,7KVEWO1McsqsfoX7rXQdFy,"Dominik Schürmann trio, Max Ionata",Moons Ago,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.456,0.0127,7,-22.956,1,0.043,0.956,0.768,0.105,0.192,103.407,366513,4,45.0
13496,0mF2uLwZb2puMEiKI3hVYT,Orrin Evans,Dave,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.243,0.0652,1,-21.076,1,0.0354,0.962,0.497,0.115,0.0419,78.164,223453,4,47.0
13497,3oRRbrNXNLU21IYIcL0Ivb,Nathan Francis,Ken,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.385,0.274,1,-12.514,1,0.0329,0.754,0.703,0.175,0.0995,87.204,379493,3,45.0
13498,2yiISACbYnL2hApy1ffKKs,Erroll Garner,Misty - Remastered 2020,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.327,0.145,5,-20.443,1,0.0397,0.945,0.884,0.091,0.136,178.966,167122,1,54.0
13499,2drDXmNLJUcNyrnpq9XVl0,"Portraits in Jazz, Claus Waidtløw, Nikolaj Hess",Melancholia,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.364,0.101,0,-18.306,0,0.035,0.977,0.631,0.116,0.049,114.628,230294,3,52.0
13500,307eam60sGHG8ebiALVbY4,"Svante Söderqvist, Adam Forkelid, Calle Rasmusson",I Loves You Porgy,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.401,0.187,5,-16.796,1,0.0351,0.945,0.94,0.311,0.156,112.55,307147,4,49.0
13501,7hW3pQ8yVD94VzKiX0RC8u,"Portraits in Jazz, Claus Waidtløw, Nikolaj Hess",Clouds,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.39,0.163,10,-15.664,1,0.0309,0.977,0.3,0.124,0.175,78.637,283651,4,47.0
13502,1s585WUgTgesQquLKUMgAN,"Carl Winther Trio, Håkan Broström",A Warm Hand,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.363,0.174,10,-15.852,1,0.0339,0.829,0.364,0.183,0.191,79.642,273784,3,44.0
13503,2b908yzXY8uzaD4gMDcc8G,"Thomas Agergaard, Lars Jansson, Lennart Ginman, Anders Kjellberg",The Great Belonging,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.356,0.0609,1,-16.031,1,0.0359,0.945,0.567,0.111,0.171,96.859,371120,4,47.0
13504,4OcandUdEWeKGxuJWmg2dh,"Ola W Jansson, W JAZZ TRIO",Days Of Wine And Roses,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.398,0.234,7,-15.739,0,0.0316,0.957,0.834,0.116,0.171,96.005,210000,4,44.0
13505,6WzTc2F3x6kJ4jJC2Fasqt,Kamasi Washington,Song For Fraser,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.584,0.0758,10,-19.194,1,0.0451,0.969,0.87,0.105,0.191,59.151,140004,4,47.0
13506,1yKzcK9jV55JNsf0wQ43tZ,"Marek Konarski, Erik Ørum von Spreckelsen",Body and Soul,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.565,0.272,5,-12.245,0,0.045,0.888,0.442,0.102,0.247,92.322,371890,4,32.0
13507,7e4cQ65cw0hbgQfbZr9IUD,Jeremy Pelt,Little Girl Blue,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.297,0.0805,5,-18.726,1,0.0355,0.963,0.947,0.0898,0.158,80.346,437720,3,45.0
13508,2LfXUjO4fzzG4Zp0CkATQs,"Jerry Bergonzi, The Modern Jazz Trio",My Ideal,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.526,0.0767,10,-14.545,1,0.0457,0.802,0.00195,0.0978,0.247,112.768,219767,4,45.0
13509,211rvuRnkIpzd5lJNi0LBK,Scott Hamilton,Forelsket i København,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.385,0.1,2,-13.827,1,0.043,0.96,0.198,0.11,0.199,54.041,327307,4,45.0
13510,2R1vQwYTC0sl93C6oyVuHC,Edward Simon,Simplicity,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.493,0.107,2,-22.122,1,0.0336,0.881,0.906,0.122,0.126,91.326,309587,4,46.0
13511,6axejDXkOwDHgp7HMwWNXb,"John Engels, Benjamin Herman, Joris Teepe",The Peacocks - Single Edit,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.476,0.121,10,-16.717,0,0.0439,0.721,1.4e-06,0.135,0.347,101.613,189673,4,46.0
13513,01bwGowuoCT9klYUIJwuBl,John Rae,We Will Never Meet Again,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.499,0.106,9,-19.175,0,0.0346,0.896,0.0775,0.0771,0.245,85.162,257385,4,45.0
13514,283h1iiG7BVoKvTVAr5bSc,Gabriel Latchin Trio,Polka Dots and Moonbeams,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.576,0.132,2,-19.928,0,0.0399,0.97,0.898,0.122,0.122,63.078,329680,4,46.0
13515,30WYlOTUkGayw4Qo4Y9sYX,Ben Flocks,Ebb Tide,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.179,0.211,5,-11.936,1,0.0326,0.896,0.76,0.431,0.231,174.248,186080,3,45.0
13516,63veqr50DnmHuo7M34fmqL,"Jeff Rupert, George Garzone, Jeremy Allen, Marty Morell, Richard Drexler",Detour Ahead,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.461,0.228,8,-12.875,1,0.0358,0.851,0.738,0.133,0.238,132.456,326413,4,44.0
13517,1UuGIqqp2QhYZU0N2PRh9G,Massimo Faraò Trio,Easy Living,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.541,0.189,5,-14.701,1,0.0344,0.6,0.594,0.285,0.0743,111.813,293253,4,48.0
13518,4CY09ZCdgvjtCaw0fGITbN,Joshua Redman Quartet,Come What May,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.53,0.225,10,-13.663,0,0.0414,0.941,0.691,0.284,0.195,135.262,406920,4,44.0
13519,06saP1KfOa0j93jO8XnCUT,"Enrico Pieranunzi, Jasper Somsen, Jorge Rossy",Silk Threads,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.462,0.115,9,-20.827,1,0.0535,0.967,0.891,0.0996,0.055,84.417,274673,4,44.0
13520,1A6rWsVB4JNfsvVcAN2FdY,Joey Alexander,Tis Our Prayer,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.35,0.215,8,-14.659,1,0.0374,0.933,0.911,0.126,0.135,99.903,248667,4,44.0
13521,77W0DKmlfrMCTIyQZQdEEI,Sebastian Zawadzki,Far Away,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.327,0.333,4,-15.975,0,0.0287,0.938,0.798,0.325,0.149,102.511,433439,3,44.0
13522,25cJePcRAgKUKtjH8Wm1MQ,Branford Marsalis Quartet,Cianna,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.563,0.451,3,-9.438,1,0.0317,0.883,0.835,0.129,0.47,99.868,452067,4,43.0
13523,53QNo32MLknNMvfO5u87DR,Lo Greco Bros Quartet,Naima,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.364,0.501,10,-6.138,0,0.0349,0.744,0.113,0.305,0.177,175.564,279707,5,43.0
13524,58TwX5CF328t6qDm9sgaLb,Bill Charlap Trio,"Uptown, Downtown",37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.592,0.231,6,-16.446,0,0.0371,0.833,0.911,0.0992,0.377,62.693,360354,4,44.0
13525,4oU07qd2sv9NxW61Op66Jh,"Paolo Fresu, Dino Rubino, Marco Bardoscia",The Silence of Your Heart,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.439,0.0554,3,-15.183,1,0.0349,0.984,0.00382,0.111,0.178,101.015,261415,4,50.0
13527,72KHUsa4UyTXpSf7jRb1ih,Mark Sherman,Ev'rytime We Say Goodbye,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.448,0.275,8,-17.203,1,0.0348,0.765,0.872,0.141,0.119,119.37,427432,4,43.0
13528,79MOPpvNSagTPcwnx4Ct2b,Jimmy Forrest,That's All,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.406,0.175,3,-17.018,1,0.0525,0.953,0.92,0.0841,0.436,180.707,293933,3,43.0
13529,2BjX0EYypxakiidBW18QmC,Jim Snidero,I Fall in Love Too Easily,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.424,0.0301,0,-15.316,0,0.0483,0.96,0.0299,0.21,0.349,67.541,323640,4,43.0
13530,4z6d79RAbC5q0VAqPQas8W,John Coltrane,I'll Wait and Pray,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.475,0.0588,5,-17.464,0,0.0418,0.89,0.0238,0.129,0.241,115.642,206360,4,45.0
13531,4rmCI9VWrwrJTJ8XQ80BMN,"Duke Ellington, John Coltrane",My Little Brown Book,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.372,0.187,0,-13.497,0,0.0323,0.942,0.139,0.161,0.217,70.334,319733,4,60.0
13534,1gl8PiCrspI8S4psbqjDgy,Eddie Henderson,After You've Gone,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.382,0.158,10,-12.962,1,0.0466,0.986,0.823,0.127,0.314,46.95,424243,4,46.0
13536,1J9iVCaEriyoMXpj2XszhU,McCoy Tyner,When Sunny Gets Blue,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.427,0.114,2,-22.546,0,0.0509,0.843,0.863,0.0966,0.114,60.484,282320,4,59.0
13538,4cG4S3LHdqibrEXgj87ZNx,Jan Harbeck Quartet,Lighter Shades,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.508,0.162,7,-12.7,0,0.0302,0.928,0.418,0.101,0.38,71.541,348253,4,42.0
13539,2ncnr8AuzqAabOGEIoA863,"Scott Hamilton, Dena DeRose, Ignasi González, Jo Krause",Young and Foolish,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.456,0.276,5,-7.419,1,0.0316,0.965,0.0525,0.0775,0.157,103.335,330615,4,47.0
13541,2yuDexdINZo3jxbFHf5fLw,Marcus Miller,For the Love of Freedom,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.538,0.0687,2,-17.993,0,0.0371,0.967,0.461,0.0854,0.132,103.808,152107,4,48.0
13542,7JMkZWB40pcmq8G7kTsbcB,Jacky Terrasson,Sous Le Ciel De Paris,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.323,0.118,5,-22.751,0,0.0449,0.195,0.694,0.241,0.0747,79.554,244867,4,51.0
13543,6f6OQJv9qjqyJq9NHin45n,"Phil Woods, Space Jazz Trio",Blue Ballad,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.47,0.156,2,-17.036,1,0.0399,0.623,0.187,0.104,0.059,118.176,394920,4,46.0
13544,3s2RFp5hU6jEvAmfZrnrAi,David Hazeltine,I'll Let You Know,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.442,0.124,3,-22.227,1,0.0388,0.92,0.605,0.21,0.2,65.003,408600,4,51.0
13545,6BMmyctJWWdbTHKpXkrja0,Andy Sheppard Quartet,Romaria,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.38,0.054,7,-21.941,1,0.037,0.964,0.684,0.151,0.181,134.175,311480,3,45.0
13546,7hbpUZY7qsDPBe9X2juJEz,Teddy Wilson,Fools Rush In,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.633,0.12,5,-20.066,0,0.0428,0.971,0.871,0.121,0.456,115.51,149072,3,56.0
13547,5Bl1TC8Y1qh3ui6fGSWL5a,"Scott Hamilton, Dena DeRose, Ignasi González, Jo Krause",The Shadow of Your Smile,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.487,0.135,2,-11.211,0,0.0434,0.915,0.00353,0.686,0.24,105.854,388347,5,50.0
13548,6rK27cC9hX0e1Chrnxo9Vn,Gene Ammons,My Romance - Rudy Van Gelder Remaster,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.519,0.0422,1,-10.778,1,0.0537,0.966,0.929,0.124,0.397,130.436,252947,3,54.0
13549,1xaTXPoDk4VOU9XhYX4KJM,"Stan Getz, Bob Brookmeyer",A Nightingale Sang In Berkeley Square,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.425,0.0429,1,-24.86,1,0.0408,0.951,0.0184,0.148,0.255,96.097,419627,4,59.0
13551,4CLFbVUq0ccCuZr5Nka8AA,Steve Davis,Peace,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.468,0.0595,5,-18.279,1,0.0327,0.976,0.909,0.102,0.102,100.639,436000,4,43.0
13553,4ol2UyMTiklHVujAWg02nE,Oscar Peterson Trio,I Got It Bad And That Ain't Good,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.488,0.0527,5,-27.331,1,0.0478,0.971,0.911,0.0882,0.193,49.689,306227,4,60.0
13554,72PqmnVj86bfTnkFiQ9Mx9,Esbjörn Svensson Trio,Where We Used to Live,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.517,0.0917,0,-18.395,1,0.0336,0.876,0.629,0.108,0.0836,95.068,267173,4,48.0
13555,11qeOjSAx3TDr4IOPXq9Js,Cyrus Chestnut,Darn That Dream,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.418,0.0872,7,-24.547,1,0.0354,0.92,0.898,0.108,0.14,148.264,305565,3,45.0
13556,1kBKndNFG5Um2DK87FYk1m,"Stan Getz, Bob Brookmeyer",Who Could Care?,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.343,0.045,0,-25.056,1,0.0435,0.966,0.00606,0.135,0.106,93.177,286893,4,46.0
13557,4zRweMHazlqCTUe6GvviYf,Beegie Adair,Can't Help Loving,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.533,0.148,0,-18.275,1,0.0329,0.924,0.932,0.112,0.108,63.637,221733,4,46.0
13558,6hz2ZQNQd98q5iQ4dvjSpX,Fred Hersch Trio,Infant Eyes,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.428,0.114,8,-20.051,1,0.0389,0.896,0.551,0.296,0.173,113.687,457268,3,46.0
13559,2Xqg8ZvAZK40vUESQcTRte,Joey Alexander,Draw Me Nearer,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.696,0.215,7,-15.785,1,0.038,0.809,0.913,0.112,0.183,121.722,282387,4,42.0
13560,4Hus6AQNHezUdbBKuo1aE8,"Emil Brandqvist, Emil Brandqvist Trio",I Miss You,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.446,0.188,7,-17.215,0,0.0303,0.786,0.0916,0.104,0.0988,107.147,258227,4,45.0
13562,6escBA2tVhUpcc2M5YmtVk,Helge Lien Trio,Popkoral,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.367,0.116,5,-21.437,1,0.0336,0.95,0.832,0.104,0.188,134.488,267358,4,41.0
13563,4NAhOoe6Tp5SU4z0r7Nygx,Eric Reed,Up Jumped Spring,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.389,0.169,10,-14.333,1,0.0453,0.913,0.0781,0.114,0.186,77.79,528947,3,42.0
13564,1UJMQtiCSotiEyEvB65Na1,"Joe Lovano, Marilyn Crispell, Carmen Castaldi",Seeds Of Change,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.336,0.0452,8,-20.593,0,0.033,0.987,0.086,0.16,0.219,87.25,313693,4,44.0
13566,2JR1WeETsXmFR1kRC2oXXq,Wynton Marsalis,Where or When,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.326,0.0575,4,-16.5,1,0.0393,0.99,0.887,0.281,0.301,127.397,168667,5,49.0
13567,14aFuIi1l2arBrZfBv9fBP,Scott Hamilton,Good Morning Heartache,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.526,0.17,9,-13.089,0,0.0411,0.823,0.777,0.114,0.18,117.414,322133,4,46.0
13568,4vuoL9ldmpmZcXm7RkhQvx,Bill Charlap,The Nearness Of You,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.383,0.131,7,-17.764,1,0.033,0.761,0.194,0.0973,0.101,98.606,447280,4,51.0
13569,5kPNj7l3Ru15LhHdWE5pVo,Tord Gustavsen Trio,Curves,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.515,0.0283,9,-28.954,1,0.0402,0.963,0.927,0.0906,0.0886,100.598,379533,4,47.0
13572,1vP5Ceh1SrfOalU8Yc3XE9,"Mulgrew Miller, Wingspan",It Never Entered My Mind,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.446,0.22,3,-17.385,1,0.0362,0.926,0.912,0.11,0.227,110.368,392733,4,49.0
13573,5AuLuhe6LXvVod82HxJtXO,Nicholas Payton,The Last Goodbye,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.32,0.156,2,-12.258,1,0.033,0.96,0.904,0.0775,0.0664,159.618,325400,3,44.0
13574,6rUGbjo3y0MbeQNaPfytXe,Bob Berg,All The Way,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.337,0.159,0,-15.605,0,0.0374,0.729,0.0117,0.0946,0.204,78.807,335333,3,45.0
13575,1Rx7TVIX8t9pZFJdLq0vvY,Bill Charlap Trio,Spring Can Really Hang You Up The Most,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.386,0.0481,2,-25.336,0,0.04,0.934,0.852,0.101,0.0714,148.305,474787,3,49.0
13576,14JAGLLamVp9p3EJaRYPfj,Alfio Origlio,Absyrations,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.419,0.184,0,-21.864,1,0.0307,0.821,0.628,0.0919,0.155,110.186,344053,4,42.0
13577,7ysmJhXFQtiBQlk6EZ6sks,Stanley Turrentine,Journey Into Melody - 2007 Digital Remaster/Rudy Van Gelder Edition,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.505,0.159,7,-11.235,0,0.0336,0.946,0.0127,0.212,0.196,59.385,295200,4,51.0
13579,1XrEY8nz2P4L9rVoq9MdXs,Echoes of Swing,On a Turquoise Cloud,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.347,0.151,1,-13.445,1,0.0321,0.987,0.958,0.13,0.087,70.602,228404,4,42.0
13580,07BmM24UshepfB2PeBxu7Y,Kendrick Scott Oracle,>>>>>>Becoming,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.349,0.123,1,-14.247,1,0.0333,0.968,0.375,0.275,0.138,45.646,292413,4,41.0
13581,6g6U5Ip7Tvm1xsctpflOuk,"Karin Hammar, Andreas Hourdakis, Niklas Fernqvist, Fredrik Rundqvist",Uphill,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.427,0.0445,8,-18.994,1,0.0381,0.989,0.902,0.112,0.153,117.815,241200,3,43.0
13582,42q9VqB8ooQE5yn3mup3h8,"Massimo Colombo, Maurizio Quintavalle, Enzo Zirilli",I'll Keep Loving You,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.487,0.12,10,-20.964,1,0.04,0.892,0.853,0.0996,0.131,56.822,314763,4,44.0
13584,4Uecyf82f85MdvnGLA4SWE,Aldo Romano,Song for Ellis,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.401,0.209,1,-17.161,0,0.0308,0.974,0.853,0.0905,0.075,72.415,265527,3,42.0
13585,4ZUlQw3KS7qiBrgJxSyel0,Charles Lloyd,How Can I Tell You - Live,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.385,0.3,3,-12.746,1,0.0362,0.975,0.374,0.769,0.253,90.703,586186,4,45.0
13586,6bqNdzv1KHd5C7ae0YbV7r,Trio X of Sweden,Vid Frösö kyrka - From Frösöblomster,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.535,0.107,10,-18.989,0,0.0323,0.922,0.649,0.105,0.16,102.186,297653,4,43.0
13587,4N7iWwgqcWr3p5JzngOSEF,Bill Charlap,"I Was So Young, And You Were So Beautiful",37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.317,0.0302,1,-30.447,1,0.0342,0.94,0.298,0.0792,0.165,47.859,234373,4,48.0
13588,1PMlAs24OBYlwXF7OeiVYg,Dan Cray Trio,Good Morning.Goodbye,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.42,0.105,6,-20.502,1,0.035,0.868,0.587,0.0957,0.0985,99.873,336373,4,46.0
13589,3f9KhpRN6mMYoVnpuozgHD,Bill Evans,Gary's Theme - Remastered,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.421,0.08,7,-21.795,1,0.04,0.903,0.859,0.135,0.0546,122.044,257693,3,56.0
13591,5wRlH3diPDfn9jv91hxkUy,Joe Lovano,Emperor Jones,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.336,0.328,7,-15.005,0,0.0386,0.93,0.732,0.111,0.222,184.007,314493,3,43.0
13592,6vWkMerIb8fzLSeYQ7iCCi,"Hank Jones, Christian McBride, Jimmy Cobb",Eleanor,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.396,0.0422,10,-29.326,1,0.04,0.974,0.867,0.0933,0.0946,63.918,289693,4,44.0
13593,75A0vJQiBzAxkC7pMjoSeX,"Marcus Gilmore, Danny Grissett, Vicente Archer",Two Sleepy People,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.445,0.0978,3,-26.924,1,0.0397,0.965,0.915,0.121,0.173,117.283,396520,4,48.0
13594,4UhBGmqcApvAZFTq53ukh7,"Xavier Davis, Carl Allen, Dwayne Burno",Old Folks,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.458,0.217,5,-16.582,1,0.0328,0.827,0.805,0.194,0.128,107.506,482187,4,46.0
13595,5duSC0GiQTYs2fdYnS4Qx5,Fredrik Kronkvist,Theme for Ernie,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.445,0.144,1,-17.051,1,0.0367,0.929,0.664,0.164,0.206,138.898,304293,5,44.0
13596,4ymHy4hzJ09WxvvT7p0Azy,Art Pepper,You Go To My Head,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.575,0.0935,3,-15.906,1,0.0858,0.978,0.452,0.109,0.301,65.23,258040,4,49.0
13597,5bF6crgJa5Q58IWgbdUbuO,Christian Scott aTunde Adjuah,Isadora,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.303,0.215,6,-16.315,1,0.0361,0.906,0.161,0.0993,0.202,93.987,376573,4,41.0
13598,3ZnPVp4Frub6UadiiiGDD9,Rolf Kühn,What Are You Doing the Rest of Your Life?,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.473,0.113,7,-12.562,0,0.0359,0.932,0.3,0.121,0.141,92.962,476992,4,45.0
13599,12zuJhwGaqJu8fvgBWqYuy,"Terence Blanchard, Kenny Barron, Carl Allen, David Pulphus",Jackie Gets Out,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.382,0.239,6,-12.423,1,0.0325,0.94,0.755,0.106,0.141,67.643,176297,3,44.0
13600,3odLwNmrGr91br8fhtrP1v,Triosence,Leave Me Here,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.456,0.257,10,-16.877,0,0.0298,0.859,0.475,0.111,0.181,104.311,243013,4,42.0
13602,0Ya7lMXJGmETT1G3bW0uX2,Ben Wolfe,So Lovely,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.296,0.0709,3,-14.832,0,0.0312,0.967,0.804,0.105,0.0696,95.028,340507,4,42.0
13603,1UceH3dNaxzKSG4qQ1kbp2,Roy Hargrove,Trust,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.401,0.317,1,-14.369,1,0.0364,0.898,0.76,0.118,0.0633,116.744,325587,4,48.0
13605,7kdZlgkWHnivQNSGe6AsTa,"Joachim Kühn, Eric Schaefer, Chris Jennings",Love and Peace,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.445,0.216,8,-14.707,1,0.0503,0.967,0.914,0.149,0.237,109.969,119890,3,42.0
13606,0gPxAMKPYhnFSAKkBcy3UN,Brad Mehldau Trio,Where Do You Start,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.411,0.0416,1,-23.23,1,0.0414,0.96,0.925,0.064,0.0782,97.96,246067,4,46.0
13607,1ohoaGnztWcfczuRDceRdn,Ibrahim Maalouf,Doubts 2,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.369,0.206,5,-15.431,1,0.0304,0.97,0.663,0.14,0.296,96.684,294587,3,45.0
13608,49vQNdC75cHdQ6JLsxGKPJ,"Harold Danko, Jay Anderson, Jeff Hirshfield",A Quiet Dawn,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.484,0.0231,0,-28.641,0,0.0423,0.75,0.853,0.0913,0.347,117.583,316747,1,42.0
